DATA,TIPO DE AT.,APARELHO,MARCA,STATUS,PEÇA RECEBIDA,PRONTO,SAÍDA,CONSERTADO?
0,ETICKET,Aspirador,Midea,Concluído,09-03-2020,31-08-2020,09-04-2020,Sim
0,ETICKET,Aspirador,Midea,Concluído,0,09-02-2020,15-09-2020,Sim
0,ETICKET,Aspirador,Midea,Concluído,18-09-2020,14-09-2020,22-09-2020,Sim
0,ETICKET,Aspirador,Midea,Concluído,0,09-02-2020,16-09-2020,Sim
0,ETICKET,Aspirador,Midea,Sem Defeito,0,0,25-09-2020,Não
0,ETICKET,Aspirador,Midea,Concluído,09-03-2020,31-08-2020,09-04-2020,Sim
0,ETICKET,Aspirador,Midea,Concluído,09-03-2020,31-08-2020,17-09-2020,Sim
0,ETICKET,Aspirador,Midea,Concluído,09-03-2020,31-08-2020,17-09-2020,Sim
0,ETICKET,Aspirador,Midea,Troca,0,0,16-10-2020,Troca
0,ETICKET,Aspirador,Midea,Concluído,0,28-08-2020,10-08-2020,Sim
13-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,26-08-2020,09-09-2020,09-09-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,0,31-08-2020,17-09-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,0,31-08-2020,09-11-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,09-03-2020,24-08-2020,09-04-2020,Sim
13-08-2020,ETICKET,Microondas,Midea,Concluído,0,17-08-2020,20-08-2020,Sim
13-08-2020,ETICKET,Microondas,Midea,Troca,0,0,12-04-2020,Não
13-08-2020,ETICKET,Microondas,Midea,Concluído,0,18-08-2020,26-08-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-04-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-04-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,25-09-2020,Não
13-08-2020,ETICKET,Robo,Midea,Concluído,0,21-08-2020,28-08-2020,Sim
13-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
13-08-2020,ETICKET,Lavadora,Panasonic,Concluído,09-01-2020,09-12-2020,18-09-2020,Sim
13-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,21-08-2020,21-08-2020,Sim
14-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,15-08-2020,15-08-2020,Sim
14-08-2020,BALCÃO,Notebook,Semp,Concluído,0,26-08-2020,28-08-2020,Sim
14-08-2020,BALCÃO,Aspirador,Midea,Concluído,0,21-08-2020,27-08-2020,Sim
14-08-2020,ON SITE,Lava E Seca,Midea,Concluído,21-08-2020,25-08-2020,25-08-2020,Sim
15-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,15-09-2020,Não
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,31-08-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,31-08-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,09-01-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,31-08-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,09-03-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,15-09-2020,Não
15-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,15-09-2020,Sim
15-08-2020,ETICKET,Aspirador,Midea,Ressarcimento,0,0,17-02-2021,Não
15-08-2020,ETICKET,Panela,Midea,Concluído,10-09-2020,13-10-2020,16-10-2020,Sim
15-08-2020,ETICKET,Micro Ondas,Midea,Concluído,31-08-2020,25-08-2020,09-03-2020,Sim
15-08-2020,ETICKET,Robo,Wap,Concluído,09-04-2020,09-12-2020,14-09-2020,Sim
15-08-2020,ETICKET,Robo,Wap,Concluído,09-12-2020,09-12-2020,17-09-2020,Sim
15-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,17-09-2020,Não
15-08-2020,ETICKET,Robo,Wap,Concluído,0,17-09-2020,23-09-2020,Sim
15-08-2020,ETICKET,Aspirador,Midea,Ressarcimento,0,0,11-12-2020,Não
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,31-08-2020,09-04-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-04-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-04-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,18-09-2020,25-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-04-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Sem Conserto,0,0,10-05-2020,Não
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-02-2020,16-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,25-08-2020,09-10-2020,Sim
17-08-2020,ETICKET,Aspirador,Midea,Concluído,0,21-09-2020,25-09-2020,Sim
17-08-2020,ETICKET,Robo,Midea,Ressarcimento,0,0,17-02-2021,Não
17-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,19-08-2020,19-08-2020,Sim
17-08-2020,BALCÃO,Aspirador,Midea,Concluído,0,18-08-2020,09-09-2020,Sim
17-08-2020,ON SITE,Lava E Seca,Midea,Concluído,0,09-10-2020,09-10-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,09-12-2020,09-12-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,0,17-09-2020,24-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,0,09-01-2020,09-03-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,09-12-2020,09-12-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,09-12-2020,09-12-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,0,25-09-2020,25-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,0,09-02-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,0,0,0,0,0
17-08-2020,ETICKET,Robo,Wap,Ressarcimento,0,0,09-11-2020,Não
17-08-2020,ETICKET,Robo,Wap,Concluído,0,09-03-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Midea,Concluído,0,09-04-2020,25-09-2020,Sim
17-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,18-08-2020,18-08-2020,Sim
17-08-2020,BALCÃO,Umidificador,Elgin,Troca,0,0,09-04-2020,Não
17-08-2020,BALCÃO,Ntb,Asus,Concluído,0,22-08-2020,24-08-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,09-12-2020,09-12-2020,17-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Cancelado,0,09-01-2020,0,Não
17-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,09-01-2020,14-09-2020,14-09-2020,Sim
17-08-2020,ETICKET,Robo,Midea,Concluído,23-09-2020,23-09-2020,29-09-2020,Sim
17-08-2020,ETICKET,Robo,Wap,Concluído,0,09-02-2020,17-09-2020,Sim
18-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,28-08-2020,28-08-2020,Sim
18-08-2020,ON SITE,Ar Condicionado,Fujitsu,Concluído,0,10-09-2020,10-09-2020,Sim
18-08-2020,ON SITE,Lava E Seca,Midea,Concluído,09-01-2020,25-09-2020,26-09-2020,Sim
18-08-2020,BALCAO,Aspirador,Midea,Concluído,0,28-08-2020,09-02-2020,Sim
18-08-2020,ON SITE,Lava E Seca,Midea,Concluído,26-08-2020,27-08-2020,27-08-2020,Sim
18-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,24-08-2020,24-08-2020,Sim
19-08-2020,BALCÃO,Evaporadora,Springer,Concluído,0,21-10-2020,21-10-2020,Sim
19-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,19-08-2020,19-08-2020,Sim
19-08-2020,BALCÃO,Lavadora,Panasonic,Concluído,0,25-08-2020,18-09-2020,Sim
19-08-2020,ETICKET,Robo,Wap,Concluído,0,09-02-2020,17-09-2020,Sim
19-08-2020,ETICKET,Robo,Wap,Concluído,0,28-08-2020,09-03-2020,Sim
19-08-2020,ETICKET,Robo,Wap,Concluído,0,09-03-2020,23-09-2020,Sim
19-08-2020,ETICKET,Robo,Wap,Concluído,09-11-2020,09-11-2020,17-09-2020,Sim
19-08-2020,BALCÃO,Microondas,Electrolux,Concluído,0,28-08-2020,28-08-2020,Sim
19-08-2020,ON SITE,Ar Condicionado,Carrier,Concluído,09-03-2020,22-09-2020,22-09-2020,Sim
19-08-2020,ON SITE,Ar Condicionado,Carrier,Concluído,09-03-2020,22-09-2020,22-09-2020,Sim
19-08-2020,ON SITE,Ar Condicionado,Carrier,Concluído,0,22-09-2020,22-09-2020,Sim
20-08-2020,ON SITE,Secadora,Midea,Cancelada,0,0,20-08-2020,Não
20-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,21-08-2020,21-08-2020,Sim
20-08-2020,BALCÃO,Robô,Wap,Concluído,27-08-2020,27-08-2020,28-08-2020,Sim
20-08-2020,ON SITE,Lavadora,Panasonic,Concluído,09-09-2020,25-08-2020,25-08-2020,Sim
20-08-2020,BALCÃO,Cpu,Sti,Concluído,0,09-11-2020,19-10-2020,Sim
20-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,25-08-2020,25-08-2020,Sim
20-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,21-08-2020,21-08-2020,Sim
21-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,21-08-2020,21-08-2020,Sim
21-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,28-08-2020,28-08-2020,Sim
21-08-2020,BALCÃO,Ntb,Acer,Concluído,0,10-03-2020,10-03-2020,Sim
21-08-2020,BALCÃO,Microondas,Midea,0,0,0,0,0
21-08-2020,ON SITE,Lavadora,Panasonic,Concluído,21-10-2020,28-08-2020,28-08-2020,Sim
21-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,09-11-2020,09-11-2020,Sim
21-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,09-11-2020,09-11-2020,Sim
21-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,09-11-2020,09-11-2020,Sim
21-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,09-11-2020,09-11-2020,Sim
22-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,15-09-2020,Sim
22-08-2020,ETICKET,Micro Ondas,Midea,Concluído,09-03-2020,26-08-2020,09-03-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,0,09-03-2020,23-09-2020,Sim
22-08-2020,ETICKET,Robo,Midea,Concluído,0,09-04-2020,25-09-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,23-09-2020,23-09-2020,10-05-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,09-11-2020,14-09-2020,17-09-2020,Sim
22-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,15-09-2020,Sim
22-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,17-09-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,0,09-11-2020,18-09-2020,Sim
22-08-2020,ETICKET,Aspirador,Mdiea,Concluído,0,09-01-2020,17-09-2020,Sim
22-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,15-09-2020,Sim
22-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-01-2020,15-09-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,0,17-09-2020,10-05-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,17-09-2020,09-09-2020,17-09-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,0,18-09-2020,29-09-2020,Sim
22-08-2020,ETICKET,Robo,Wap,Concluído,0,19-09-2020,23-09-2020,Sim
22-08-2020,ETICKET,Micro Ondas,Midea,Concluído,09-03-2020,26-08-2020,09-03-2020,Sim
22-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,28-08-2020,17-09-2020,Sim
22-08-2020,ON SITE,Refrigerador,Panasonic,Cancelado,0,0,09-03-2020,Não
22-08-2020,ON SITE,Ar Janela,Midea,Concluído,0,09-04-2020,09-04-2020,Sim
22-08-2020,ON SITE,Ar Janela,Midea,Concluído,0,09-02-2020,09-02-2020,Sim
22-08-2020,ON SITE,Ar Condicionado,Midea,Cancelado,0,0,31-08-2020,Não
22-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,26-08-2020,26-08-2020,Sim
22-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,10-05-2020,16-10-2020,Sim
22-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,09-11-2020,09-11-2020,Sim
24-08-2020,BALCÃO,Micro Ondas,Midea,Concluído,0,25-08-2020,27-08-2020,Sim
24-08-2020,ETICKET,Robo,Wap,0,0,0,0,0
24-08-2020,ETICKET,Robo,Wap,Concluído,28-09-2020,28-09-2020,10-07-2020,Sim
24-08-2020,ETICKET,Aspirador,Midea,0,0,0,0,0
24-08-2020,ETICKET,Robo,Midea,Concluído,0,22-09-2020,10-05-2020,Sim
24-08-2020,ETICKET,Robo,Wap,Concluído,0,24-09-2020,10-05-2020,Sim
24-08-2020,ETICKET,Robo,Wap,Concluído,0,24-09-2020,10-05-2020,Sim
24-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-11-2020,10-01-2020,Sim
24-08-2020,BALCAO,Umidificador,Arsec,Concluído,0,09-03-2020,09-10-2020,Sim
0,ETICKET,Robo,Wap,Concluído,30-09-2020,10-01-2020,10-05-2020,Sim
24-08-2020,ETICKET,Robo,Wap,Concluído,0,25-09-2020,10-05-2020,Sim
24-08-2020,ON SITE,Lavadora,Panasonic,Concluído,10-01-2020,28-08-2020,28-08-2020,Sim
25-08-2020,ON SITE,Lavadora,Panasonic,Concluído,21-10-2020,26-08-2020,26-08-2020,Sim
25-08-2020,BALCÃO,Aspirador,Midea,Concluído,0,28-08-2020,09-02-2020,Sim
25-08-2020,BALCÃO,Robo,Wap,Concluído,0,25-08-2020,25-08-2020,Sim
25-08-2020,BALCÃO,Ntb,Vaio,Concluído,0,05-12-2021,17-05-2021,Sim
25-08-2020,ON SITE,Lavadora,Panasonic,Cancelado,0,0,09-01-2020,Não
25-08-2020,BALCÃO,Notebook,Samsung,Concluído,0,18-10-2020,18-10-2020,Sim
25-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,26-08-2020,26-08-2020,Sim
25-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,25-08-2020,25-08-2020,Sim
25-08-2020,ON SITE,Refrigerador,Panasonic,Cancelado,0,0,26-08-2020,Não
26-08-2020,ON SITE,Lavadora,Gs,Concluído,0,27-08-2020,27-08-2020,Sim
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,10-01-2020,09-02-2020,09-02-2020,Sim
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,27-08-2020,27-08-2020,Sim
26-08-2020,BALCÃO,Ar Condicionado,Midea,Concluído,0,09-09-2020,09-09-2020,Sim
26-08-2020,BALCÃO,Microondas,Midea,Concluído,0,27-08-2020,31-08-2020,Sim
26-08-2020,BALCÃO,Microondas,Midea,Concluído,0,27-08-2020,31-08-2020,Sim
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,09-12-2020,31-08-2020,31-08-2020,Sim
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,21-10-2020,31-08-2020,31-08-2020,Sim
26-08-2020,BALCÃO,Aspirador,Midea,Concluído,0,18-09-2020,14-10-2020,Sim
26-08-2020,ON SITE,Ar Condicionado,Daikin,Concluído,21-09-2020,24-09-2020,24-09-2020,Sim
26-08-2020,BALCÃO,Aspirador,Midea,Concluído,09-09-2020,31-08-2020,09-01-2020,Sim
26-08-2020,BALCÃO,Robo,Wap,Concluído,0,09-04-2020,28-09-2020,Sim
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,27-08-2020,27-08-2020,Sim
26-08-2020,ON SITE,Ar Condicionado,Daikin,Cancelado,0,0,31-08-2020,Não
26-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,31-08-2020,31-08-2020,Sim
27-08-2020,ON SITE,Ar Janela,Midea,0,0,0,0,0
27-08-2020,ON SITE,Refrigerador,Panasonic,Troca,27-10-2020,0,28-10-2020,Não
27-08-2020,ON SITE,Lava E Seca,Midea,Concluído,09-09-2020,17-09-2020,17-09-2020,Sim
27-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,29-08-2020,31-08-2020,Sim
27-08-2020,ON SITE,Lava E Seca,Midea,Concluído,09-03-2020,18-09-2020,18-09-2020,Sim
27-08-2020,ON SITE,Lavadora,Panasonic,Concluído,23-09-2020,14-09-2020,14-09-2020,Sim
27-08-2020,ON SITE,Lava E Seca,Midea,Concluído,09-09-2020,17-09-2020,17-09-2020,Sim
27-08-2020,ON SITE,Ar Condicionado,Springer,Concluído,0,09-11-2020,09-11-2020,Sim
27-08-2020,ON SITE,Lava E Seca,Midea,Concluído,0,31-08-2020,31-08-2020,Sim
27-08-2020,ETICKET,Robo,Wap,Concluído,23-09-2020,23-09-2020,22-10-2020,Sim
28-08-2020,ON SITE,Ar Condicionado,Midea,Concluído,0,09-04-2020,09-04-2020,Sim
28-08-2020,ETICKET,Micro Ondas,Midea,Concluído,22-09-2020,09-09-2020,23-09-2020,Sim
28-08-2020,ETICKET,Micro Ondas,Midea,Concluído,20-10-2020,22-10-2020,28-10-2020,Sim
28-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,09-02-2020,09-02-2020,Sim
28-08-2020,ETICKET,Micro Ondas,Midea,Concluído,17-09-2020,09-10-2020,23-09-2020,Sim
28-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,09-11-2020,25-09-2020,Sim
28-08-2020,ETICKET,Aspirador,Midea,Concluído,0,16-09-2020,22-09-2020,Sim
28-08-2020,ETICKET,Robo,Wap,Concluído,0,30-09-2020,10-05-2020,Sim
28-08-2020,ETICKET,Robo,Wap,Concluído,0,23-09-2020,24-09-2020,Sim
28-08-2020,ETICKET,Robo,Midea,Concluído,0,10-05-2020,15-10-2020,Sim
28-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,14-09-2020,23-09-2020,Sim
28-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,25-09-2020,Não
28-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-11-2020,23-09-2020,Sim
28-08-2020,ON SITE,Ar Condicionado,-,Cancelado,0,0,10-02-2020,Não
28-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-03-2020,15-09-2020,Sim
28-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-10-2020,14-10-2020,Sim
28-08-2020,ON SITE,Lavadora,Panasonic,Concluído,09-12-2020,16-09-2020,16-09-2020,Sim
29-08-2020,ON SITE,Ar Janela,Midea,Concluído,0,14-09-2020,14-09-2020,Sim
29-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,29-08-2020,29-08-2020,Sim
0,ETICKET,Aspirador,Midea,0,0,0,0,0
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,18-09-2020,25-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,25-09-2020,Não
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,14-09-2020,22-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,09-10-2020,22-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-03-2020,16-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,09-11-2020,23-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,09-03-2020,15-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,09-11-2020,23-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Troca,0,0,16-10-2020,Troca
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,09-04-2020,22-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,14-09-2020,10-01-2020,Sim
31-08-2020,BALCÃO,Microondas,Midea,Concluído,0,31-08-2020,09-03-2020,Sim
31-08-2020,BALCÃO,Microondas,Consul,Concluído,0,31-08-2020,09-03-2020,0
31-08-2020,ETICKET,Aspirador,Midea,Concluído,30-09-2020,18-09-2020,10-01-2020,Sim
31-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,21-09-2020,25-09-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,19-09-2020,25-09-2020,Sim
31-08-2020,ETICKET,Robo,Midea,Sem Defeito,0,0,10-08-2020,Não
31-08-2020,ETICKET,Aspirador,Midea,Concluído,18-09-2020,09-10-2020,22-09-2020,Sim
31-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,08-02-2020,08-02-2020,Sim
31-08-2020,ETICKET,Aspirador,Midea,Concluído,0,21-09-2020,10-05-2020,Sim
31-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,09-12-2020,09-12-2020,Sim
31-08-2020,ETICKET,Robo,Wap,Concluído,0,10-05-2020,16-10-2020,Sim
31-08-2020,ON SITE,Lavadora,Panasonic,Concluído,10-01-2020,09-12-2020,09-12-2020,Sim
31-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,14-09-2020,23-09-2020,Sim
31-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,17-09-2020,23-09-2020,Sim
31-08-2020,BALCÃO,Purificador,Midea,Concluído,0,09-04-2020,09-04-2020,Sim
31-08-2020,ETICKET,Micro Ondas,Midea,Concluído,0,18-11-2020,19-11-2020,0
31-08-2020,BALCÃO,Robô,Ilife,Sem Conserto,0,0,06-09-2021,Não
31-08-2020,ETICKET,Robo,Midea,Concluído,0,24-09-2020,10-05-2020,Sim
31-08-2020,ON SITE,Lavadora,Panasonic,Concluído,0,09-01-2020,09-01-2020,Sim
31-08-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,22-10-2020,22-10-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,03-01-2021,03-02-2021,03-03-2021,Sim
09-01-2020,ETICKET,Robo,Wap,Ressarcimento,0,0,10-01-2020,Não
09-01-2020,ETICKET,Robo,Wap,Concluído,17-09-2020,18-09-2020,18-09-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,0,09-11-2020,17-09-2020,Sim
08-01-2020,ON SITE,Lavadora,Panasonic,Cancelado,0,0,09-02-2020,Não
09-01-2020,ETICKET,Robo,Midea,Concluído,0,19-09-2020,25-09-2020,Sim
09-01-2020,ETICKET,Robo,Midea,Sem Defeito,0,0,10-08-2020,Não
09-01-2020,ETICKET,Robo,Midea,Concluído,0,23-09-2020,10-05-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,0,21-09-2020,29-09-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,10-05-2020,10-06-2020,16-10-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,23-09-2020,23-09-2020,24-09-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,0,10-01-2020,10-05-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,10-01-2020,10-05-2020,Sim
09-01-2020,ON SITE,Refrigerador,Panasonic,Concluído,0,10-06-2020,10-06-2020,Sim
09-01-2020,ETICKET,Robo,Wap,Sem Defeito,0,0,24-09-2020,Não
09-01-2020,ON SITE,Lava E Seca,Midea,Concluído,09-09-2020,14-09-2020,14-09-2020,Sim
09-02-2020,ETICKET,Microondas,Midea,Concluído,0,21-09-2020,25-09-2020,Sim
09-02-2020,ETICKET,Microondas,Midea,Concluído,0,21-09-2020,25-09-2020,Sim
09-02-2020,ETICKET,Microondas,Midea,Concluído,0,19-09-2020,25-09-2020,Sim
09-02-2020,ETICKET,Microondas,Midea,Concluído,0,28-09-2020,13-10-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,18-09-2020,10-01-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,18-09-2020,10-01-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,10-01-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,23-09-2020,29-09-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,23-09-2020,23-09-2020,24-09-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,10-01-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,22-10-2020,23-10-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,30-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,0,0,0,0,0
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,30-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,24-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Midea,Concluído,0,24-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,23-09-2020,10-01-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,23-09-2020,10-01-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,18-09-2020,13-10-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,0,21-09-2020,29-09-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,30-09-2020,30-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Sem Defeito,0,0,10-08-2020,Não
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ON SITE,Lavadora,Panasonic,0,0,0,0,0
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,26-09-2020,13-10-2020,Sim
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,10-01-2020,13-10-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Troca,0,0,28-09-2020,Não
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,22-09-2020,22-09-2020,Sim
09-02-2020,ETICKET,Robo,Wap,0,0,0,0,0
09-02-2020,ETICKET,Aspirador,Midea,Concluído,0,25-09-2020,10-05-2020,Sim
09-02-2020,ETICKET,Robo,Wap,Concluído,10-05-2020,10-06-2020,14-10-2020,Sim
